Avg SR For Vine Reviews,Avg SR For Non-Vine Reviews,Pearson Corr,Kendall Corr,Spearmen Corr,Biserial Corr,P-value
4.145972666472812,4.190887666928515,-0.009477146744819805,-0.05313030496984881,-0.056755141650571606,-0.009477146744818272,0.002930674969012001
